LMPR02010034	3-decaprenyl-4,5-dihydroxybenzoic acid	834.652610
CA00555	Webbiaxanthin	600.848 g/mol
LMPR0102090007	(-)-Carvone	150.104465
LMPR01070081	alpha-Echinenone	550.417465
CA00467	2'-Hydroxy-2-keto-3,4-didehydro-β-carotene	564.816 g/mol
LMPR0102090058	(4R,7R)-4-isopropenyl-7-methyloxepan-2-one	168.115030
CA00131	Phytofluenol	558.896 g/mol
LMPR01070160	4-Ketonostoxanthin 3-sulfate	694.353942
LMPR0103230001	Epi-Torilenol	220.182715
CA00727	Tethyatene	530.8 g/mol
LMPR03030009	di-trans,poly-cis-decaprenyl diphosphate	858.569231
CA00535	19'-Hydroxyfucoxanthin (19'-butanoate)	758.998 g/mol
LMPR0103190014	(+)-beta-selinene	204.187800
LMPR0103330002	Gossypol	518.194070
LMPR01070096	Phoenicoxanthin	580.391645
LMPR0106160001	Acinospesigenin A	530.360740
CA00476	4'-Hydroxyechinenone	566.832 g/mol
LMPR0106010032	2-hydroperoxy-squalene	442.381080
LMPR04000035	2R-methyl-tetrahymanol	442.417465
CA00384	Zeaxanthin diglucoside	893.128 g/mol
LMPR04000017	N-hexadecanoyl-35-aminobacteriohopane-32,33,34-triol	757.694809
CA00839	Dihydrocochloxanthin	464.62 g/mol
CA00096	Spirilloxanthin	596.9 g/mol
CA00151	Phytofluene epoxide	558.896 g/mol
LMPR02030034	Myxoquinone-843	842.627185
LMPR0106230003	16-Oxolycoclavanol	472.355260
LMPR0104050016	Lophachinin E	358.214410
LMPR0103480010	(1S,6R)-gamma-himachalene	204.187800
LMPR0105030001	(-)-Ceriferol 1	356.307915
LMPR0104460001	17,18-Epoxy-8,10,13(15)-lobatriene	288.245315
LMPR01090032	20,14-retro-retinoic acid	300.208930
LMPR0104350001	(-)-Fusicoplagin A	438.261755
CA00114	Lycopanerols G acetate	1833.124 g/mol
LMPR0104150011	Sebiferumnin L	332.198760
LMPR0104230008	Solenolide E	442.175833
LMPR0105060001	(+)-Scalarin	402.277010
LMPR02020063	alhpa-tocopheronolactone	278.151810
LMPR0102070049	Tarenninoside F	580.142825
LMPR0103060011	(S,Z)-alpha-bisabolene	204.187800
LMPR0104330010	NA	594.319270
LMPR0102060008	(+)-trans-(R)-allethrin	302.188195
LMPR0106140012	NA	442.381080
LMPR0106150060	Ardisiapunine A	500.386560
CA00695	3'-Hydroxy-3-keto-ε-carotene	566.832 g/mol
LMPR0104170002	Gibberellin A3	346.141640
CA01202	10'-Apoastaxanthinal	406.542 g/mol
CA00231	2'-Hydroxy-1',2'-dihydrotorulene	552.848 g/mol
LMPR0106150013	Glycyrrhizin	822.403790
CA01016	Boscialin	226.306 g/mol
LMPR01070371	Mactraxanthin 3-gondoate 3'-palmitate	1166.945270
CA00083	Rhodopinol	570.864 g/mol
LMPR0102090006	(-)-trans-Isopiperitenol	152.120115
LMPR0104410003	elisabethatriene	272.250400
LMPR0106080007	Gypenoside S2	1076.576730
LMPR01070195	7,8-Didehydrodeepoxysalmoxanthin	582.407295
CA00082	15Z-Spheroiden	568.89 g/mol
LMPR0103160003	1,15-Dihydroxy-herbertene	234.161980
CA00888	Crocetinsemialdehyde	312.392 g/mol
CA00566	Halocynthiaxanthin 3'-acetate pyropheophorbide A ester	1157.494 g/mol
LMPR01070352	Fucoxanthinol 3-linoleate 3'-palmitate	1116.872105
LMPR0103090043	Neurolenin C	380.183505
LMPR0104170017	Gibberellin A15	348.193675
LMPR0104200001	7,8-Epoxybasm-4-en-6-one	302.224580
LMPR01080058	Neodidymellioside B	898.674530
CA01220	Apo-14'-lycopenal	310.46 g/mol
CA01187	α-cyclocitral	152.228 g/mol
LMPR01070319	Fucoxanthinol 3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoate)	926.642440
LMPR0106180002	(+)-20-Taraxasten-3beta-ol	426.386165
LMPR0104100005	Phyllane C	314.188195
CA00346	Nostoxanthin	600.848 g/mol
CA00658	Papilioerythrinone	580.816 g/mol
LMPR0104050023	Dracocephalumoid C	358.178025
LMPR0106180016	Pomolic acid	472.355260
LMPR0102090067	Pileadimenthenol A	338.245710
LMPR0104130002	ent-kaurene	272.250400
CA00744	Capsoneoxanthin	600.848 g/mol
CA00183	4,4'-Diketolycopene	564.816 g/mol
CA00475	3'-Hydroxyechinenone	566.832 g/mol
CA00767	Bastaxanthin F	731.876 g/mol
LMPR0106230005	Japonicumin B	472.355260
CA00350	Corbiculaxanthin	600.848 g/mol
LMPR0104450001	Dysokusone D	300.208930
LMPR0106150048	Brahucin A	488.350175
CA00284	Torularhodin methyl ester	594.842 g/mol
LMPR01070342	Fucoxanthinol 3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoate) 3'-palmitoleate	1136.840805
LMPR0103500016	5-(1-methoxypropan-2-yl)isolongifol-5-ene	276.245315
LMPR0104240020	Clavirolide D	316.203845
CA00219	2'-Isopentylsaproxanthin	638.978 g/mol
CA01239	Violaxanthin laurate myristate	993.492 g/mol
CA00617	Dihydrolutein	570.864 g/mol
LMPR0103540014	16-epi-Austrobuxusin B	410.157685
LMPR0104030009	1,9-dideoxyforskolin	378.240625
LMPR04000024	30-(-2-(O-2-hydroxy-ethane)-3-hydroxy-propane)-hopane	530.469895
LMPR04000022	32,35-anhydrobacteriohopaneterol	528.454245
CA00986	Mangicrocin	878.85 g/mol
CA00927	1',2'-Epoxy-2'-(2,3-epoxy-3-methylbutyl)-2-(3-hydroxy-3-methylbutyl)-3',4'-didehydro-1,2,1',2'-tetrahydro-psi,psi-caroten-1-ol	739.092 g/mol
CA00738	Capsanthone	582.832 g/mol
LMPR0105010012	C25:1 Highly branched isoprenoid	350.391250
LMPR0104400001	1(15),8(19)-Trinervitadiene-3alpha,5alpha,18-triol	320.235145
LMPR0103540012	Austrobuxusin J	618.376785
CA00682	Tunaxanthin F	568.848 g/mol
CA00173	R.g.Keto-VII	602.906 g/mol
CA00645	2,3-Didehydroxipholenin	594.842 g/mol
LMPR0106010041	4,4'-Diaponeurosporenic acid	432.302830
LMPR0106150032	Gypsogenic acid	486.334525
LMPR0104170039	gibberellin A19	362.172940
LMPR02030029	3-hydroxy-2-methyl-3-phytyl-2,3-dihydro-1,4-naphthoquinone	468.360345
LMPR0102090065	6-endo-hydroxycineole	170.130680
LMPR0104130009	Shikokianin	464.204635
CA01024	Annuionone H	282.368 g/mol
LMPR0103260001	12-Hydroxy-chiloscyphone	234.161980
CA00886	Crocetindial	296.392 g/mol
CA00836	Methyl beta-apo-8'-carotenoate	446.646 g/mol
LMPR0103450003	Sugeonol	234.161980
LMPR0104390005	Taxa-4(20),11(12)-dien-5alpha,13alpha-diol	304.240230
LMPR02020074	13'-carboxy-alpha-tocopherol	460.355260
LMPR01080009	Solanesol	630.573965
LMPR0102070061	Genameside A	422.142430
CA01104	9-Apoastaxanthinone	222.274 g/mol
LMPR0104240021	Clavirolide E	316.203845
LMPR01090068	4-oxo-13,14-dihydroretinoic acid	316.203845
LMPR0104190002	Cembrene	272.250400
LMPR0106200002	(-)-7-Fernen-3beta-ol	426.386165
LMPR01070288	13Z-beta,beta-Carotene-3R,3R'-diol	568.428030
LMPR0103250004	sporogen-AO-1	248.141245
CA00871	α-Micropteroxanthin B	396.59 g/mol
LMPR0102090068	Pileadimenthenol B	338.245710
LMPR0104550004	Chinensen E	468.323960
LMPR0104010002	Phytol	296.307915
LMPR01070963	beta,gamma-Carotene	536.438200
CA00798	β-Citraurin epoxide	448.62 g/mol
CA00213	Aphanizophyll	746.988 g/mol
CA00190	Torulene	534.832 g/mol
CA00127	Oscillaxanthin	893.128 g/mol
CA01023	Annuionone E	226.306 g/mol
LMPR0104030021	Haterumaimide C	415.131715
CA00412	Cryptochrome	584.848 g/mol
LMPR0102090043	(+)-cis-Isopulegone	152.120115
LMPR01040135	Rebaudioside K	1112.488705
CA00352	6-Epikarpoxanthin	602.864 g/mol
LMPR01090024	11-cis-Retinoic acid	300.208930
LMPR0102070051	Diffusoside C	462.173730
CA00639	4-Ketolutein F	582.832 g/mol
CA01020	Annuionone B	222.274 g/mol
CA00385	Thermocryptoxanthin-13	911.31 g/mol
LMPR0103750004	(-)-1-Silphinene	204.187800
LMPR0104060001	Coleone P	390.204240
CA00354	3,4,3',4'-Tetrahydroxypirardixanthin	604.88 g/mol
LMPR01070335	Fucoxanthinol 3-linolenate 3'-palmitoleate	1112.840805
CA00265	Thiothece-474	582.874 g/mol
LMPR0103540021	Dendroterpene E	280.131075
CA00737	Cryptocapsin	568.848 g/mol
CA00377	3,4,3'-Trihydroxy-β-carotene	584.848 g/mol
CA01132	(13Z)-Lycopene	536.848 g/mol
CA01185	4-hydroxy-2,6,6- trimethylcyclohexanone	156.218 g/mol
CA00960	Myxol 2'-dimethyl hexoside	775.04 g/mol
CA01182	2,2,6-trimethylcyclohexanone	140.218 g/mol
LMPR0106050012	NA	482.303225
LMPR0104020001	Helicallenal	286.229665
LMPR02020077	alpha-carboxydimethyloctylhydroxychroman	390.277010
LMPR0106050008	Ganocasurarin B	490.365825
LMPR0106080022	dammara-20,24-diene	410.391250
LMPR0106130002	Lupeol acetate	468.396730
CA01163	Dihydroisopentenyldehydrorhodopin	622.978 g/mol
CA01244	Astaxanthin-5,8-peroxide	612.816 g/mol
CA00495	7,8-Didehydroastaxanthin	594.8 g/mol
LMPR0104170028	Gibberellin A5	330.146725
CA00545	4'-Hydroxy-3-oxoechinenone	580.816 g/mol
CA00447	(8'S)-Latochrome	618.864 g/mol
LMPR0106180030	3-palmitoyl-taraxast-20-ene-3beta,16beta,22alpha-triol	696.605660
LMPR0103270004	(+)-5-epi-aristolochene	204.187800
LMPR02020065	gamma-tocopherol	416.365430
CA00430	Cryptoxanthin 5',6'-epoxide	568.848 g/mol
LMPR0103840001	Ishwarol	220.182715
LMPR0104240010	Clavurol E	288.245315
LMPR0103540010	epi-Austrobuxusin G	562.314185
CA00673	Uriolide	614.832 g/mol
LMPR0102010023	(E)-alpha-ocimene	136.125200
LMPR0103700005	(+)-epi-isozizaene	204.187800
LMPR0102120021	(+)-3-Carene	136.125200
LMPR0103660002	(+)-3,7(11)-Acoradiene	218.167065
CA00305	γ,ψ-carotene	536.848 g/mol
LMPR0106080016	Ginsenoside Rb2	1078.592380
LMPR0104030017	Haterumaimide O	407.186337
LMPR0104010017	phytyl diphosphate	456.240581
LMPR0104050003	Neoabietadiene	272.250400
LMPR01070253	Prephytoene diphosphate	722.444031
LMPR01040145	Presphaerol	290.260965
CA01019	Annuionone A	224.29 g/mol
LMPR01040125	Rebaudioside B	804.377970
LMPR0104030018	Haterumaimide N	425.196902
LMPR03080015	dolichyl-4 phosphate	440.305548
LMPR0106010039	Squalen-1-ol	426.386165
LMPR0104010030	26:1(5Z)(13Me,17Me,21Me,25Me)	450.443680
LMPR0104250001	(-)-Amijiol	304.240230
CA01186	4-hydroxy-2,6,6-trimethyl-2-cyclohexen-l-one	154.202 g/mol
LMPR0103610011	Alcyopterosin K	268.123008
CA00485	β-Cryptoeutreptiellanone	580.816 g/mol
LMPR02020082	alpha-carboxyethylhydroxychroman glycine	335.173274
CA00867	Xanthoxin	250.326 g/mol
LMPR0106180001	Taraxastane-3beta,16beta,20beta-triol	460.391645
CA00891	Apo-8'-bixinal	352.454 g/mol
CA00403	Luteochrome	568.848 g/mol
CA00061	(all-E)-Phytoene	544.912 g/mol
CA01203	8'-Apoastaxanthinal	446.604 g/mol
LMPR0102090009	(-)-Isopiperitenone	150.104465
CA00951	(3'Z,5'Z)-Torulene	534.832 g/mol
LMPR0103090028	Elephantopinolide K	310.105255
LMPR0106020002	C30:4 Monocyclic highly branched isoprenoid	412.406900
CA00464	Eutreptiellanone	562.8 g/mol
CA00700	(6S,3'S,6'S)-3'-Hydroxy-ε-caroten-3-one	566.832 g/mol
CA00349	Mimulaxanthin	600.848 g/mol
LMPR0103650002	(+)-Anhydro-beta-rotunol	216.151415
LMPR0103060006	(Z)-alpha-bisabolene	204.187800
CA01070	9-Apo-7,8-dihydro-3,9-dihydroxy-beta-carotene	212.322 g/mol
CA00331	Isozeaxanthin	568.848 g/mol
CA00561	19-Hexanoyloxyfucoxanthinol	730.988 g/mol
CA00892	Dimethylcrocetin	356.444 g/mol
LMPR01070331	Fucoxanthinol 3-(9E-hexadecenoate) 3'-palmitoleate	1088.840805
LMPR0102030001	NA	349.879823
LMPR0106080014	Ginsenoside Rd	946.550120
CA00936	Okadaxanthin	705.076 g/mol
LMPR0106050015	NA	554.287970
CA00662	Tilefishxanthin IV	596.816 g/mol
LMPR0102090021	(R)-(-)-alpha-Phellandrene	136.125200
CA00122	3',4'-Dehydrorhodopin	552.848 g/mol
LMPR01090031	19-Oxo-9-cis-retinoic acid	314.188195
CA00259	2'-Dehydroplectaniaxanthin	566.832 g/mol
LMPR01070093	Dihydroparasiloxanthin	572.459330
CA00940	7,8 (or 7',8')-Dihydrosarcinaxanthin	707.092 g/mol
LMPR0103490003	(+)-Vulgraon B	216.187800
LMPR0104540003	Ginkgolide C	440.131865
LMPR0104400003	Isotrinervidiol	304.240230
LMPR0103180003	15-acetyldeoxynivalenol	338.136555
LMPR01070343	Fucoxanthinol 3-arachidonate 3'-palmitoleate	1138.856455
LMPR0102090020	Menthofuran	150.104465
CA00016	4,4'-Diaplycopene-4,4'-dioic acid	460.588 g/mol
CA00804	3-Hydroxy-β-damascone	208.29 g/mol
LMPR0104500001	(-)-Sacculatal	302.224580
CA00564	Astacein	1071.6 g/mol
CA00401	Cryptoflavin	568.848 g/mol
LMPR01070290	all-trans-neoxanthin	600.417860
CA00643	4-Ketolutein	582.832 g/mol
CA00851	Oxyrehmaionoside B	406.462 g/mol
LMPR0102070008	Didrovaltratum	424.209720
LMPR0103090003	Deoxyelephantopin	344.125990
CA01029	Tobiraxanthin C	827.196 g/mol
CA00963	4-Ketomyxol 2'-fucoside	768.992 g/mol
CA01081	Allenicmytiloxanthin	616.848 g/mol
CA00752	Bastaxanthol b diacetate	696.888 g/mol
CA01157	Carlactone	302.398 g/mol
LMPR0104010036	3D,7D,11D-Phytanic acid	312.302830
CA00883	Rosafluin	220.3 g/mol
LMPR0102090016	Limonene-1,2-diol	170.130680
CA00383	Thermocryptoxanthin-11	883.258 g/mol
CA00032	Methyl 4,4'-diapolycopene-dioate	474.614 g/mol
LMPR0103090032	Elephantopinolide O	390.167855
LMPR0103010031	Canangalia E	370.199155
CA01223	2'-Isopentenyldehydrosaproxanthin	634.946 g/mol
LMPR0106010035	6-hydroperoxy-squalene	442.381080
CA00443	(8R,8'R)-Auroxanthin	600.848 g/mol
LMPR0104090003	Welwitschianic acid	364.224975
CA01095	Fucoxanthin 3-ester	714.946 g/mol
CA00145	Oscillol 2,2'-di-(O-methylmethylpentoside)	985.18 g/mol
LMPR0102090039	(1S,4S)-Dihydrocarvone	152.120115
CA00549	Tilefishxanthin III	596.816 g/mol
LMPR01070353	Fucoxanthinol 3-palmitoleate 3'-palmitate	1090.856455
CA00546	Loniceraxanthin	580.816 g/mol
LMPR0102070044	Tarenninoside A	584.137740
CA00287	Neurosporaxanthin	498.718 g/mol
LMPR0106210004	Arborane	412.406900
LMFA06000160	S-2,3-dihydrofarnesal	222.198365
LMPR0102010030	8-hydroxy-oxogeraniol	170.130680
LMPR0105010006	C25:4 Highly branched isoprenoid C	344.344300
LMPR0102090010	Perillyl aldehyde	150.104465
LMPR0103860003	Thujasutchin N	252.172545
LMPR0103820001	Dendrobane A	252.172545
LMPR0104300003	(-)-Euphomine	556.303620
LMPR0102090041	Perillic acid	166.099380
LMPR02010037	Plastoquinol-1	206.130680
LMPR04000012	adenosylhopane	661.493090
LMPR0104270001	Tintinnadiol	332.235145
CA00723	Isotedaniaxanthin	546.8 g/mol
LMPR0103730002	(+)-Hirusten-12-oic acid	280.131075
CA00017	4-(D-Glucopyranosyloxy)-4,4'-diaponeurosporene	580.776 g/mol
LMPR0103010038	isogyrinidal	234.125595
CA00380	Zeaxanthin dimethyl ether	596.9 g/mol
LMPR0106050020	Ganoderone A	454.344695
LMPR0104240001	Dolabella-3,7,18-triene	272.250400
LMPR0102070032	8-epi-11-Hydroxyiridodial glucoside pentaacetate	556.215595
LMPR04000016	N-tryptophanyl-35-aminobacteriohopane-32,33,34-triol	731.560107
CA01003	Apo-13-zeaxanthinone	274.388 g/mol
CA00344	(4S,4'S)-4,4'-Dihydroxyalloxanthin	596.816 g/mol
CA00087	11',12'-Dihydrospheroidene	570.906 g/mol
LMPR0103130001	(+)-Bicyclohumulenone	220.182715
LMPR0106180022	3beta,6beta,19alpha-trihydroxy-23-oxo-urs-12-en-28-oic acid	502.329440
CA01224	Zeaxanthin sulfate	671.897 g/mol
CA00748	9Z-Capsanthin-5,6-epoxide	558.77 g/mol
CA00608	Loroxanthin	584.848 g/mol
LMPR0103030001	NA	208.182715
CA00199	Aleuriaxanthin	552.848 g/mol
LMPR0104390002	Taxa-4(5),11(12)-diene	272.250400
CA00509	Isomytiloxanthin	598.832 g/mol
LMPR0106150050	Arenaroside A	1078.555995
CA00020	Diapolycopenedioic acid diglucosyl ester	784.868 g/mol
CA00075	Chloroxanthin	556.88 g/mol
CA00631	Foliachrome	600.848 g/mol
LMPR01070190	4-Hydroxymyxol	600.417860
LMPR0105050007	Ophiobolin S	432.287575
LMPR0103540017	Austrobuxusin B	410.157685
LMPR0102010028	S-ipsenol	154.135765
LMPR02030039	2-Demethylmenaquinone-9	770.600180
LMPR0104390004	Taxa-4(20),11(12)-dien-5alpha-yl acetate	330.255880
CA00085	2,6-Cyclolycopene-1,5-diol	570.864 g/mol
LMPR0103040001	Valerenal	218.167065
CA00749	4-Oxomytiloxanthin	612.816 g/mol
LMPR0106180010	Actinidic acid	486.334525
LMPR01070216	1,1'-(OH)2-2-keto-3,4,3',4'-tetradehydrolycopene	582.407295
CA00983	(2S,5R,6R)-1,16-didehydro- 2,6-cyclolycopene-5-ol	552.848 g/mol
LMPR0106150040	NA	502.329440
LMPR0104100001	(+)-13(17),15-Cleistanthadiene	272.250400
CA00650	6'-Hydroxysiphonaxanthin	616.848 g/mol
LMPR01070973	3'-Hydroxy-epsilon-caroten-3-one	566.412380
LMPR0106210002	Adriaticol	426.386165
LMPR01070271	Flavoxanthin	584.422945
LMPR0104360001	13,14-dihydroxy-11-mulinen-20-oic acid	350.245710
LMPR0104330011	Stelleracin A	620.334920
CA00772	Isorenieradicistene	528.784 g/mol
LMPR0103740003	Pentalenolactone	276.099775
CA00136	1-Hydroxy-3,4,7,8,1',2',11',12'-octahydrospherioidene	592.954 g/mol
LMPR0103050003	Latia luciferin	236.177630
LMPR0102010001	Geranyl diphosphate	314.068431
LMPR01080064	Glisoprenin F	754.632270
LMPR01070382	Mactraxanthin 3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoate) 3'-palmitate	1184.898320
LMPR0104010005	2Z-Phytenoic Acid	310.287180
CA00819	Aeginetin	400.538 g/mol
LMPR0106150022	Acacic acid	488.350175
CA00816	7,8-Didehydro-β-micropteroxanthin	394.574 g/mol
LMPR03040011	Bombiprenone	602.542665
CA00513	Fucoxanthinol	616.848 g/mol
LMPR0106150006	gypsogenin 3-O-rhamnosylglucosiduronic acid	792.429610
CA00570	3,4-Diketo-2',3'-dihydroxy-2-nor-beta-carotene	582.79 g/mol
LMPR0103090037	Deltoidin A	334.178025
LMPR0103190005	sibirene	204.187800
LMPR0104170024	Gibberellin A7	330.146725
CA00946	Deoxyoscillol 2-rhamnoside	730.988 g/mol
LMPR01070287	Chlorobactane	554.579050
CA00235	2-Hydroxy-monocyclophytophytofluene	558.896 g/mol
LMPR0102090037	(1R,4S)-Iso-dihydrocarvone	152.120115
LMPR0104170019	Gibberellin A36	362.172940
CA00692	Tunaxanthin	568.848 g/mol
LMPR0102060005	jasmolin II	374.209325
LMPR0103610009	Alcyopterosin H	279.147059
LMPR0106180020	NA	548.371305
LMPR0104050012	8,13-Abietadien-18-oic acid	302.224580
LMPR0103250001	(-)-1(10),11-Eremophiladien-9beta-ol	220.182715
CA00480	4'-Hydroxy-5',6'-dihydroechinenone	568.848 g/mol
CA00117	Lycopanerols I	907.532 g/mol
LMPR0106050011	Tumulosic acid	486.370910
LMPR0102070046	Tarenninoside C	554.127175
LMPR0103540008	Austrobuxusin H	534.282885
LMPR0103250003	Graphilane	264.136160
CA00895	Methylbixin	408.516 g/mol
CA00747	Capsochrome	600.848 g/mol
LMPR0104450003	Dictyolene	288.245315
LMPR04000003	Hopane-29-acetate	470.412380
LMPR0102090001	(-)-Menthol	156.151415
LMPR02020085	Polycerasoidol	358.214410
LMPR01040132	Rebaudioside C	950.435880
LMPR01070348	Fucoxanthinol 3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoate) 3'-palmitate	1164.872105
LMPR0106010034	3-hydroperoxy-squalene	442.381080
CA01171	Megastigma-5,8-dien-4-one	192.29 g/mol
LMPR04000008	bacteriohopane-31,32,33,34-tetrol-35-cyclitol	723.528534
LMPR04000019	bacteriohopane-,32,33,34-triol-35-cyclitolguanine	749.555417
CA00809	Apo-13'-fucoxanthinone	332.424 g/mol
LMPR0106090004	Meliasanine B	500.350175
CA00309	β-Carotene	536.848 g/mol
